,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_date_initial,hit
1615,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,82,239317,0,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],2014-05-26,0.677,0.485,5,-5.795,1,0.0361,0.529,2.0399999999999998e-05,0.0766,0.493,82.001,4,2014,1
1616,1GkHyypTFkUf0QQKwYoXH4,You (with Marshmello & Vance Joy),80,169632,0,"['benny blanco', 'Marshmello', 'Vance Joy']","['5CiGnKThu5ctn9pBxv7DGa', '64KEffDW9EtZ1y2vBYgq8T', '10exVja0key0uqUkk6LJRT']",2021-01-29,0.6679999999999999,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.11900000000000001,0.305,103.116,4,2021,1
1617,1eZ2cvFUN5F7VGj2UhAUxY,El Mapa de Tus Ojos,55,282160,0,['DLD'],['7CwiLiC1S8B69RMPxbDb6S'],2015-03-10,0.348,0.68,6,-3.866,1,0.0275,0.223,1.37e-06,0.0911,0.344,183.13400000000001,3,2015,0
1618,2OzWhCqrSOdweeLZoKFBdR,Lonesome Train,29,188693,0,['J.J. Cale'],['06nsZ3qSOYZ2hPVIMcr1IN'],1992-11-10,0.706,0.7390000000000001,9,-14.305,1,0.0366,0.594,0.838,0.124,0.848,105.67399999999999,4,1992,1
1619,3LxXi7k6aBMBQOErzHqz8b,Reggaeton,15,158800,0,['J Balvin'],['1vyhD5VmyZ7KMfW5gqLgo5'],2021-04-09,0.747,0.74,4,-4.325,0,0.191,0.0165,9.940000000000002e-05,0.10099999999999999,0.552,176.062,4,2021,1
1620,1mHdnrcPMlhwFqMrsS9Kbx,Too Much Information - Laolu Remix (Edit),47,512100,0,"['Dele Sosimi Afrobeat Orchestra', 'Laolu']","['6QqfKF0FAhEq6AIKLpDkSb', '53PSeUFq8tMZc0zdd1oUTG']",2015-12-25,0.733,0.7490000000000001,8,-6.737,1,0.043,0.000481,0.884,0.0852,0.45899999999999996,120.015,4,2015,0
1621,7gBj0VgcuAgkXkiRRYvSmK,Stay (feat. Maty Noyes),65,239465,0,"['Kygo', 'Maty Noyes']","['23fqKkggKUBHNkbKtXEls4', '5JSXWmQO8csVUy6hSRu8TA']",2015-12-04,0.648,0.736,8,-7.9479999999999995,1,0.0385,0.0444,0.00013700000000000002,0.171,0.37799999999999995,103.027,4,2015,1
1622,6HAad0xNmLhuXHjZiOmp9Q,Jashil Kuthe Muli Too,7,210187,0,"['Asha Bhosle', 'Ravindra']","['5as8A4G47Ohu9NSWs3Je8U', '1FAPUROKezjuHPDQYxrlzd']",1976-12-31,0.38799999999999996,0.40700000000000003,2,-12.968,1,0.0329,0.986,0.732,0.0886,0.843,149.16299999999998,3,1976,0
1623,0b1TFKz2CwTKRmThKyXQHp,Mercé,18,237533,0,['Maria del Mar Bonet'],['41BaIYCli96MF2wqqOutBR'],1971-05-27,0.491,0.366,0,-13.792,1,0.0334,0.905,0.00278,0.147,0.486,119.41,4,1971,0
1624,3GtnId3Cm1Xa6joCj08nzW,Jeans,84,185840,1,['Justin Quiles'],['14zUHaJZo1mnYtn6IBRaRP'],2020-08-14,0.807,0.6559999999999999,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,4,2020,1
1625,7nByDjyuMnNOr7uL1r73Fa,Don't Say,2,148053,0,['The Fabulous Echoes'],['4o1OyohCggJ6OT5bXABdoq'],1963-01-01,0.804,0.354,5,-11.515,1,0.105,0.237,0.0,0.0714,0.9209999999999999,120.322,4,1963,1
1626,4rmIfFUZhhi9sS5IYtpkXw,Give Yourself A Try,62,196589,1,['The 1975'],['3mIj9lX2MWuHmhNCA7LSCW'],2018-11-30,0.33399999999999996,0.7859999999999999,11,-5.002,1,0.0592,3.17e-05,0.0,0.517,0.9009999999999999,182.933,4,2018,1
1627,5Uc5U0VRnLzY9lFAHWQ337,Zavalaidinga,18,250893,0,['Mihai Margineanu'],['0dvCa5ChUaCrU6UgUXDgU1'],2005-07-12,0.9690000000000001,0.39899999999999997,3,-8.575,1,0.0865,0.767,0.0,0.17800000000000002,0.9620000000000001,111.01,4,2005,0
1628,7lKHQvD6fphYBOFeK2sb9P,Story of My Life - 2002 Remaster,4,152933,0,"[""Herman's Hermits""]",['48YxSlb23RAaCd4RyHcV9V'],2008-08-04,0.612,0.5820000000000001,0,-8.874,1,0.0527,0.309,0.0,0.11,0.456,131.466,4,2008,0
1629,4yYeCKx86YaXFVZ8hZJ9B1,Old Man Took,33,195000,0,['America'],['35U9lQaRWSQISxQAB94Meo'],1974,0.485,0.318,11,-11.237,0,0.0292,0.34700000000000003,0.00035299999999999996,0.0683,0.6409999999999999,107.46,4,1974,0
1630,1SVxA4Bjxa0s4HC1K77YIk,"Mozart: Don Giovanni, K. 527, Act I, Scene 19: Minuetto. ""Signore, guardate un poco"" (Instrumental Version)",4,133720,0,"['Wolfgang Amadeus Mozart', 'Jean-François Paillard', 'Orchestre de chambre Jean-François Paillard']","['4NJhFmfw43RLBLjQvxDuRS', '2YBQnjSxJ4GZyKh6VHEOEG', '0rssD81jXF0qfMH4n7CYAn']",1961-01-01,0.431,0.0424,5,-20.123,1,0.0318,0.9279999999999999,0.299,0.107,0.657,93.381,3,1961,0
1631,3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,77,179889,0,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],2019-03-29,0.9390000000000001,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,4,2019,1
1632,0IadLTNG7kYyJ7UAx8xgQ3,MInä rakastan sua,20,160787,0,"['Teppo Ruohonen', 'Matti ja Teppo']","['6JHlQ0P4J0fxwAcPxWZaNN', '4aTl7SzTjcnLBnsLaVfVIO']",1964,0.45399999999999996,0.213,4,-14.436,0,0.0339,0.489,1.41e-06,0.389,0.46399999999999997,83.865,4,1964,0
1633,0TCnOEVeLQMXOUrpPlM7uY,Guatemala - From Swaecation,69,256341,1,"['Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi']","['7iZtZyCzp3LItcw1wtPI3D', '1zNqQNIdeOUZHb8zbZRFMX', '7EEiVZvj6RCEtVX2F2pyxu']",2018-05-04,0.8490000000000001,0.6990000000000001,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.98899999999999,4,2018,1
1634,205HNJ73cgpC0LAOnuQiWT,Bande organisée,74,356347,1,"['Kofs', 'Soso Maness', 'Elams', 'Jul', 'SCH', 'Naps', 'Solda', 'Houari', '13 Organisé']","['5RaQ9nmVGoTye2SI76x3yw', '0oeiA5U9u1U45Gos5cywUU', '2IoSLl3tqYMq9DzR0d6NJN', '3IW7ScrzXmPvZhB27hmfgy', '2kXKa3aAFngGz2P4GjG5w2', '6W5uA6CNMf3hd2j4a2XWCx', '7FXX45sHqoQoCwqtG0ZV8H', '6zrOXBaNn0DqJeXxgC2eyH', '19u3RGWKsjmbg9eI6zAiNp']",2020-08-15,0.9009999999999999,0.9390000000000001,6,-2.762,1,0.27399999999999997,0.11699999999999999,0.0,0.0643,0.805,142.94799999999998,4,2020,1
1635,4aWSiNqEha4DpkO01uCEk8,Stella stai,42,260800,0,['Umberto Tozzi'],['00w9sdZ78mWArooTmiSTld'],1979,0.726,0.85,10,-4.766,1,0.0439,0.248,5.12e-05,0.0648,0.705,135.071,4,1979,0
1636,3hxLO9NOKtRsYoTItNIm8Z,Something Real,6,179531,0,"['Armin van Buuren', 'AVIAN GRAYS', 'Jordan Shaw']","['0SfsnGyD8FpIN4U4WCkBZ5', '6StTE02qIwbcJjGEDSZgg5', '6Z8vLeI1ZMj2kzTNWVOBXr']",2019-12-13,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.23199999999999998,127.92200000000001,4,2019,0
1637,5fROvzNghPid8mbKNDYvpJ,YO VISTO ASÍ,78,191526,0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.688,0.8809999999999999,7,-4.888999999999999,0,0.0474,0.0947,0.0,0.0804,0.677,123.01299999999999,4,2020,1
1638,2gTdDMpNxIRFSiu7HutMCg,I Think I'm OKAY (with YUNGBLUD & Travis Barker),81,169397,1,"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']","['6TIYQ3jFPwQSRmorSezPxX', '6Ad91Jof8Niiw0lGLLi3NW', '4exLIFE8sISLr28sqG1qNX']",2019-07-05,0.628,0.7440000000000001,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.27699999999999997,119.921,4,2019,1
1639,02kDW379Yfd5PzW5A6vuGt,Lemonade,87,195429,1,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']","['6MPCFvOQv5cIGfw3jODMF0', '2hlmm7s2ICUX0LVIhVFlZQ', '4Gso3d4CscCijv0lmajZWs', '7rkW85dBwwrJtlHRDkJDAC']",2020-08-14,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.47100000000000003,140.04,4,2020,1
1640,079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),90,186088,0,"['Selena Gomez', 'Rauw Alejandro']","['0C8ZW7ezQVs4URX5aX7Kqx', '1mcTU81TzQhprhouKaTkpq']",2021-03-12,0.823,0.544,5,-7.132000000000001,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,2021,1
1641,648TTtYB0bH0P8Hfy0FmkL,Unforgettable,68,191973,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1954-01-01,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.14300000000000002,0.17800000000000002,136.094,3,1954,1
1642,7xkusOMrkIxHUlfPBs5658,Loep Nar D'n Tap Toe,28,195493,0,['Rowwen Hèze'],['5icZHFQjI6SRsvXNOKUXZ1'],1991-02-12,0.387,0.892,7,-7.7410000000000005,1,0.111,0.00725,3.7000000000000006e-06,0.114,0.915,161.747,4,1991,0
1643,2CpnNgpSYSjwkyXAJqHSnP,Mama's Never Seen Those Eyes,41,170147,0,['The Forester Sisters'],['27Zy5YAD3Atf56oSRfrfis'],1985,0.5920000000000001,0.469,8,-12.276,1,0.0268,0.0872,0.0,0.0605,0.88,144.15200000000002,4,1985,0
1644,1A05ibu1DXGIt0F62NG7xU,!,40,163957,0,"['Samey', 'Gleb']","['0p0V7LW8i3S22J7xErqdmt', '6P55YsIOHmgooCXGQXcSga']",2019-09-01,0.762,0.6609999999999999,11,-8.855,1,0.5579999999999999,0.102,0.0,0.6920000000000001,0.664,84.71799999999999,4,2019,1
1645,1mT47pKLXUwPYGwB91GcNz,Créeme,69,212493,0,"['KAROL G', 'Maluma']","['790FomKkXshlbRYZFtlgla', '1r4hJ1h58CWwUQe3MxPuau']",2018-11-02,0.715,0.872,6,-3.5010000000000003,1,0.0547,0.154,0.000146,0.11,0.682,96.939,4,2018,1
1646,4rxOe9izULMoDD8XPw5SKH,"А по тёмным улицам гуляет дождь (Одинокий вечер, 2001)",25,222000,0,['Босиком по солнцу'],['0KWGHdgye6Ag5kCCa8wQo2'],2001-01-04,0.42,0.619,2,-12.029000000000002,1,0.0393,0.121,0.0015,0.0505,0.5660000000000001,157.689,4,2001,0
1647,2BSbCCbaSCzkOEZa6N5901,Flaws And Sins,76,218349,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2019-03-08,0.7090000000000001,0.662,8,-4.55,1,0.0766,0.00966,0.0,0.10800000000000001,0.439,150.046,4,2019,1
1648,2NoXfZa2XzvqAob6JI2Ih7,Fria y Sin Alma,26,183507,0,['Medina Azahara'],['72XPmW6k6HZT6K2BaUUOhl'],1992-01-01,0.523,0.395,2,-10.626,0,0.026000000000000002,0.313,7.159999999999999e-05,0.136,0.147,100.74600000000001,4,1992,0
1649,7E14YKlssyyURnI25xJZ3W,Açık Adres - Akustik,46,270367,0,['Sertab Erener'],['4W31XN2JH8mC54NkHdh04s'],2010-06-02,0.636,0.436,8,-4.813,0,0.0386,0.703,0.0,0.27899999999999997,0.308,118.04,4,2010,0
1650,5RqR4ZCCKJDcBLIn4sih9l,Party Girl,81,147800,0,['StaySolidRocky'],['1XLWox9w1Yvbodui0SRhUQ'],2020-04-21,0.728,0.431,6,-9.966000000000001,0,0.0622,0.7490000000000001,0.0,0.0996,0.629,130.02200000000002,4,2020,1
1651,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),73,210227,0,"['Sia', 'Kendrick Lamar']","['5WUlDfRSoLAfcVSX1WnrxN', '2YZyLoL8N0Wb9xBt1NhZWg']",2016-10-21,0.6679999999999999,0.725,1,-6.127000000000001,1,0.266,0.0102,0.000479,0.0561,0.7290000000000001,191.94400000000002,4,2016,1
1652,6XjEOPgbgHKcaHcunEHSJJ,UFF,57,167627,1,"['Veysel', 'Gzuz']","['4VuARVJiWGsH2msKTdsKdQ', '5eioJDe26lOqkAMbuhzZYs']",2018-09-21,0.815,0.828,4,-3.5589999999999997,1,0.23199999999999998,0.040999999999999995,0.0,0.314,0.311,139.972,4,2018,1
1653,3kXttfW0IRvReZuRyv5RZV,Begitu Sudah Aku Memahami,16,180118,0,['Pance Pondaag'],['3VNklXrw6XsesL9xOsyL2A'],1988-08-01,0.469,0.57,9,-5.597,1,0.0254,0.233,0.484,0.45299999999999996,0.536,85.116,3,1988,0
1654,1aPl8QT8gtcPmOwpMH2Fyj,Atrasadinha - Ao Vivo,56,172767,0,"['Felipe Araújo', 'Ferrugem']","['47uyFQHOD02S0lj9ptRpoB', '5ZfBThYiIIhL7jHMG8gDB2']",2018-09-19,0.6759999999999999,0.8440000000000001,7,-3.3960000000000004,1,0.109,0.498,0.0,0.866,0.716,159.969,4,2018,1
1655,21GcZdtRSawhUvLFZeigBU,Drinkarflickans död,15,244760,0,['Maritza Horn'],['2lR1s5nZaebHT4YozInbEd'],1978,0.579,0.166,4,-15.446,1,0.0808,0.9009999999999999,0.0,0.198,0.574,86.598,3,1978,0
1656,35r297WNRmUoNedgN2wj2O,Kodazuur,18,180533,0,['Urbanus'],['3dQcvQPQXcOkCSmBTEZqXL'],1990-01-01,0.648,0.7509999999999999,0,-11.298,1,0.106,0.0049299999999999995,0.0,0.35600000000000004,0.669,110.796,4,1990,0
1657,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,86,208687,0,"['JP Saxe', 'Julia Michaels']","['66W9LaWS0DPdL7Sz8iYGYe', '0ZED1XzwlLHW4ZaG4lOT6m']",2019-10-17,0.46399999999999997,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,4,2019,1
1658,6MRyHJZjMp9RxwyZkTh8iY,Pisser Dans Un Violon - 2003 Remaster,0,483086,0,['Kevin Ayers'],['5k5yIvxtsqHqWrRBF3nhSY'],2012-04-23,0.33399999999999996,0.21100000000000002,11,-24.595,0,0.147,0.789,0.565,0.331,0.0398,167.773,3,2012,0
1659,7HwvPmK74MBRDhCIyMXReP,blun7 a swishland,63,167760,1,['tha Supreme'],['19i93sA0D7yS9dYoVNBqAA'],2019-11-15,0.6920000000000001,0.792,7,-5.984,1,0.245,0.13,0.0,0.255,0.5660000000000001,129.88299999999998,4,2019,1
1660,5ZSAdkQb23NPIcUGt6exdm,Cantina Band,56,164307,0,"['John Williams', 'London Symphony Orchestra']","['3dRfiJ2650SZu6GbydcHNb', '5yxyJsFanEAuwSM5kOuZKc']",1977-01-01,0.6990000000000001,0.419,0,-15.133,1,0.134,0.255,0.0239,0.0471,0.8220000000000001,131.629,4,1977,0
1661,6k2900NjJeVqZM55G3Danu,Bum Bum Tam Tam,69,213989,1,"['MC Fioti', 'Future', 'J Balvin', 'Stefflon Don', 'Juan Magán']","['2W6kbe0nm96COrHzNmfLLd', '1RyvyyTE3xzB2ZywiAwp0i', '1vyhD5VmyZ7KMfW5gqLgo5', '2ExGrw6XpbtUAJHTLtUXUD', '1ackd5XprZEkH3McKbQD51']",2017-12-15,0.8959999999999999,0.675,1,-3.908,1,0.124,0.34600000000000003,8.11e-06,0.262,0.659,131.999,4,2017,1
1662,2Rodw0X6HPvNs4CvZMACki,Hey Let's Go - With Chorus,39,163053,0,"['Azumi Inoue', ""Suginami Children's Choir""]","['3lG7z36cCcA64i1S4CBgqp', '4kTpvvUP35Q9NJUdoNC5ok']",1988,0.5589999999999999,0.47700000000000004,0,-8.046,1,0.0345,0.655,5.52e-06,0.0955,0.856,180.72400000000002,3,1988,0
1663,5FrpQxd5DRhwBmVno5hoPW,Lady in Black (Doamna in negru),20,353773,0,['Iris'],['0nEWi3xFqvXJgG6lLBVDNk'],2002,0.349,0.608,9,-9.595,0,0.0353,0.0348,0.00137,0.174,0.245,90.98299999999999,4,2002,0
1664,3LlT8mKSlzJTxkCkfNxMFr,"Ele É Ele, Eu Sou Eu",82,155210,0,"['Wesley Safadão', 'Os Barões Da Pisadinha']","['1AL2GKpmRrKXkYIcASuRFa', '5Lv2GUVwqmQBPwrTrxucE5']",2020-11-11,0.758,0.763,1,-8.754,0,0.0768,0.23,1.3300000000000001e-05,0.0703,0.8540000000000001,163.946,4,2020,1
1665,2GOnF9OwX7CSCHzinCr3VY,Neymar,55,211385,1,"['Light', 'Hawk']","['1UdbiTrv73Dp7F0s3OHmn2', '0vUcZVCNG7i5OV0zb8Icfw']",2020-12-25,0.8420000000000001,0.6940000000000001,7,-6.556,1,0.138,0.36,0.0,0.27899999999999997,0.40700000000000003,130.039,4,2020,1
1666,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),85,179080,0,"['Kina', 'Snøw']","['4qIVPF0s71ZYW3qzhu5GkF', '5fSVkkuijRIpxuvSqysYiP']",2018-10-08,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.14400000000000002,0.0895,118.917,4,2018,1
1667,51zxKJSrZwbOnsrb3yYMZ2,From Here to Eternity - Remastered,34,358080,0,['Giorgio Moroder'],['6jU2Tt13MmXYk0ZBv1KmfO'],1977,0.6459999999999999,0.68,1,-4.873,1,0.0411,0.000352,0.634,0.0773,0.96,128.558,4,1977,0
1668,7euRGjrFoXXHlcNkrrVaoQ,Í rúmi og tíma,6,247153,0,['Mannakorn'],['0Jvy0eApHg0E15ThMqDUqt'],1975-01-01,0.593,0.556,5,-10.185,0,0.0345,0.349,0.153,0.34,0.746,136.586,4,1975,0
1669,17UUYZ290omPaJY4wKeyHh,Me Dijeron,61,170133,0,['Ozuna'],['1i8SpTcr7yvPOmcqrbnVXY'],2018-08-24,0.8,0.841,5,-2.8169999999999997,0,0.0524,0.0273,0.0,0.29100000000000004,0.7979999999999999,94.023,4,2018,1
1670,0lFxEbyNikODNahbQ2gGy1,"Johnson's Motor Car - Live at Carnegie Hall, New York, NY - March 17, 1963",16,110600,0,['The Clancy Brothers & Tommy Makem'],['1qbwKI8FXh805XrxaOex4P'],1964,0.634,0.706,0,-13.272,1,0.529,0.757,2.28e-06,0.9540000000000001,0.815,128.168,4,1964,0
1671,2dgFqt3w9xIQRjhPtwNk3D,Death By A Thousand Cuts,71,198533,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2019-08-23,0.7120000000000001,0.732,4,-6.754,1,0.0629,0.45399999999999996,0.0,0.319,0.313,94.071,4,2019,1
1672,2sqsNXfN0HtgDEgaHXiUTa,Won't Be Late (feat. Drake),71,218710,0,"['Swae Lee', 'Drake']","['1zNqQNIdeOUZHb8zbZRFMX', '3TVXtAsR1Inumwj472S9r4']",2019-08-16,0.915,0.588,7,-6.3020000000000005,0,0.0677,0.0824,0.000169,0.10400000000000001,0.32899999999999996,123.936,4,2019,1
1673,2K3bjojp1sCLdMMoO5lJ2p,Milionària,61,138371,1,['ROSALÍA'],['7ltDVBr6mKbRvohxheJ9h1'],2019-07-03,0.857,0.574,8,-6.441,1,0.41600000000000004,0.602,1.24e-06,0.0663,0.9059999999999999,116.008,4,2019,1
1674,25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,78,222347,0,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",2019-06-28,0.639,0.7909999999999999,10,-4.4430000000000005,0,0.253,0.0275,0.0,0.36200000000000004,0.9390000000000001,92.603,4,2019,1
1675,1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),74,200838,0,"['Sam Smith', 'Demi Lovato']","['2wY79sveU1sp5g7SokKOiI', '6S2OmqARrzebs0tKUEyXyp']",2020-04-16,0.501,0.674,5,-6.3629999999999995,1,0.0408,0.00346,3.5600000000000005e-05,0.282,0.152,155.05100000000002,4,2020,1
1676,73YUReisjb3A9ActdLLjJQ,happiness,72,315147,1,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2020-12-11,0.5589999999999999,0.33399999999999996,11,-10.732999999999999,1,0.0376,0.87,0.0,0.114,0.21100000000000002,122.079,4,2020,1
1677,7xcUWyLh6fIMsYjoVI7NnZ,Ew,70,207710,0,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],2020-09-25,0.48,0.373,10,-9.297,1,0.0278,0.804,0.067,0.12,0.0376,114.07799999999999,4,2020,1
1678,0BO9TfkqN6LnbySI8P4xAi,Two Cents Worth,29,187533,0,['Kansas'],['2hl0xAkS2AIRAu23TVMBG1'],1975,0.613,0.532,0,-11.232000000000001,0,0.091,0.45799999999999996,0.000118,0.113,0.795,132.832,4,1975,0
1679,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,83,177000,1,['Kendrick Lamar'],['2YZyLoL8N0Wb9xBt1NhZWg'],2017-04-14,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4,2017,1
1680,5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),79,213309,0,"['Calvin Harris', 'Sam Smith', 'Jessie Reyez']","['7CajNmpbOovFoOoasH2HaY', '2wY79sveU1sp5g7SokKOiI', '3KedxarmBCyFBevnqQHy3P']",2018-08-17,0.7809999999999999,0.768,11,-5.9910000000000005,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,2018,1
1681,5lhcHMDQpNwhM62lSOrvLf,Ahora Dice,73,270493,0,"['Chris Jedi', 'J Balvin', 'Ozuna', 'Arcangel']","['0qTZZWLzuD59Un5r1speHm', '1vyhD5VmyZ7KMfW5gqLgo5', '1i8SpTcr7yvPOmcqrbnVXY', '4SsVbpTthjScTS7U2hmr1X']",2017-03-17,0.7040000000000001,0.691,6,-5.414,1,0.158,0.255,0.0,0.129,0.42700000000000005,143.982,4,2017,1
1682,4jqCold0GXW9c40QyOGD8S,"Maniac - From ""Flashdance"" Soundtrack",57,247427,0,['Michael Sembello'],['771qBvjnXOH9Azr6lKy6FB'],2007-01-01,0.648,0.637,3,-8.152999999999999,0,0.0458,0.0156,1.39e-06,0.0486,0.778,157.719,4,2007,0
1683,0azDpmHy0nK3R6jJabkx0U,YOU,41,271667,0,['サザンオールスターズ'],['79nkC8XZ5ohEVU0Xlf5Ael'],1990-01-13,0.545,0.873,9,-5.4079999999999995,0,0.0395,0.0582,0.00268,0.17300000000000001,0.677,137.784,4,1990,0
1684,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,85,158040,0,"['Post Malone', 'Swae Lee']","['246dkjvS1zLTtiykXe5h60', '1zNqQNIdeOUZHb8zbZRFMX']",2018-12-14,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.9129999999999999,89.911,4,2018,1
1685,2AP7m2dBb8ULTx4Gc1rdMc,Juicy,61,285760,0,['The Notorious B.I.G.'],['5me0Irg2ANcsgc93uaYrpb'],2007-03-05,0.887,0.767,9,-4.311,1,0.295,0.38,0.0,0.0527,0.607,97.43700000000001,4,2007,1
1686,0oaY19dUwZimIgzn3ZZLZO,2 Much,82,152796,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.16699999999999998,119.59,4,2021,1
1687,7yotKA30dwTKNEGomV9ZsI,KOD,71,191437,1,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],2018-04-20,0.823,0.7829999999999999,0,-6.274,1,0.154,0.21,0.0,0.113,0.19899999999999998,141.882,4,2018,1
1688,4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),57,192160,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1962,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,4,1962,1
1689,0OnozxDIig7ehfc4o7KbAt,PUSSY (feat. Lazza & Salmo),54,161325,1,"['Dark Polo Gang', 'Lazza', 'Salmo']","['4CuMwzDzEdlUJMEna38VQ0', '0jdNdfi4vAuVi7a6cPDFBM', '3hBQ4zniNdQf1cqqo6hzuW']",2020-09-04,0.853,0.75,9,-3.739,1,0.281,0.252,1.11e-05,0.165,0.6990000000000001,150.016,4,2020,0
1690,5rpeHoUya5PpMMdeCWX1wF,La Flaca Pili y el Negro Tomás,36,410131,0,['Guasones'],['2wjmZuSHtRx96Qxb8HiP2o'],2000-12-26,0.528,0.627,9,-7.186,0,0.0324,0.71,0.00020299999999999997,0.155,0.242,109.492,4,2000,0
1691,1YE46BFFZ0k0Ps9B7khRHs,Available,17,167653,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1964-11,0.311,0.4,3,-13.444,1,0.0342,0.723,0.0,0.127,0.54,77.6,4,1964,1
1692,6Im9k8u9iIzKMrmV7BWtlF,34+35,91,173711,1,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],2020-10-30,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,2020,1
1693,1sRJF4En2ZCdkQNqW8taQ7,"Hindemith: Symphony, ""Mathis der Maler"": III. Versuchung des heiligen Antonius",1,807653,0,"['Paul Hindemith', 'Herbert von Karajan', 'Berliner Philharmoniker']","['3u1fWmwpwPOmMelTAo0Gb8', '5zCaQxjl110XTrm4LQ1CxY', '6uRJnvQ3f8whVnmeoecv5Z']",1961,0.0905,0.24,3,-15.860999999999999,0,0.0471,0.976,0.813,0.0315,0.0371,61.651,4,1961,0
1694,67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),74,137876,1,['Lil Nas X'],['7jVv8c5Fj3E9VhNjxT4snq'],2021-03-31,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.81799999999998,4,2021,1
1695,3phsvVyTvqtUe4GNrdelBT,Half Breed - Remastered,6,124907,0,['Ricky Nelson'],['73sSFVlM6pkweLXE8qw1OS'],1959-01-01,0.711,0.34700000000000003,0,-12.842,1,0.0365,0.616,0.0,0.35,0.785,145.112,4,1959,0
1696,5KYEHyTliPtBe2bwsUYsxh,Gonna Use My Rod,13,260067,0,['John Lee Hooker'],['1yNOfXGQNGjAynk77wv85x'],1960,0.46,0.109,11,-21.910999999999998,0,0.177,0.915,0.0027,0.102,0.632,204.21099999999998,3,1960,0
1697,7uCZhM7FlBgg1PGJZ6HSM8,New Way (To Light Up An Old Flame),35,162215,0,['Joe Diffie'],['3THMgU4KdL7LlO5TEREs2g'],2002-02-19,0.659,0.72,9,-6.665,1,0.0296,0.396,0.0,0.342,0.887,87.235,4,2002,0
