Rank,Track,Artist,Streams,Link,Week,Album_Name,Duration_MS,Explicit,Track_Number_on_Album,Artist_Followers,Artist_Genres
1,Starboy,The Weeknd,25734078,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-06,Starboy,230453,True,1,31348348,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2,Closer,The Chainsmokers,23519705,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-06,Closer,244960,False,1,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21216399,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-06,Rockabye (feat. Sean Paul & Anne-Marie),251088,False,1,4296325,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
4,Let Me Love You,DJ Snake,19852704,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-06,Encore,205946,False,13,7312319,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']"
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,18316326,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-06,I Don’t Wanna Live Forever (Fifty Shades Darker),245200,False,1,15423979,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
6,Don't Wanna Know,Maroon 5,18064374,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-06,Don't Wanna Know,214480,False,1,30323494,"['pop', 'pop rock']"
7,Fake Love,Drake,17037036,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-06,More Life,210937,True,20,54405324,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
8,Say You Won't Let Go,James Arthur,16950854,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-06,Back from the Edge,211466,False,2,7893527,"['pop', 'post-teen pop', 'talent show', 'uk pop']"
9,24K Magic,Bruno Mars,16736035,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-06,24K Magic,225983,False,1,29942000,"['dance pop', 'pop', 'post-teen pop']"
10,I Feel It Coming,The Weeknd,16609685,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-06,Starboy,269186,False,18,31348348,"['canadian contemporary r&b', 'canadian pop', 'pop']"
11,Black Beatles,Rae Sremmurd,16130702,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-06,SremmLife 2 (Deluxe),291893,True,5,6359203,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
12,One Dance,Drake,15958402,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-06,Views,173986,False,12,54405324,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
13,Chantaje (feat. Maluma),Shakira,14458068,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-06,El Dorado,195840,False,3,21467047,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
14,Cold Water (feat. Justin Bieber & MØ),Major Lazer,14278458,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-06,Cold Water (feat. Justin Bieber & MØ),185351,False,1,6184098,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']"
15,Call On Me - Ryan Riback Extended Remix,Starley,14030444,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-06,Call On Me (Remixes),222040,False,6,132367,"['aussietronica', 'dance pop', 'pop dance', 'tropical house']"
16,In the Name of Love,Martin Garrix,13936848,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-06,The Martin Garrix Collection,195840,False,2,14595128,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
17,Bad and Boujee (feat. Lil Uzi Vert),Migos,13030993,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-01-06,Culture,343150,True,4,11354618,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
18,Side To Side,Ariana Grande,12802756,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-06,Dangerous Woman,226160,True,5,61390454,"['pop', 'post-teen pop']"
19,Just Hold On,Steve Aoki,12713391,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-06,Just Hold On,198774,False,1,3539163,"['dance pop', 'edm', 'electro house', 'pop dance', 'tropical house']"
20,Starving,Hailee Steinfeld,11678776,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-06,HAIZ,181880,True,6,6691684,"['dance pop', 'pop', 'post-teen pop']"
21,Bad Things (with Camila Cabello),Machine Gun Kelly,11496707,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-06,bloom,239293,False,10,3378485,"['ohio hip hop', 'pop rap']"
22,Mercy,Shawn Mendes,11257008,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-06,Illuminate,208733,False,2,32473361,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
23,My Way,Calvin Harris,11099145,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-06,My Way,219159,False,1,21571054,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
24,All We Know,The Chainsmokers,11002831,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-06,All We Know,194080,False,1,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
25,Don't Let Me Down (feat. Daya),The Chainsmokers,10662121,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-06,The Chainsmokers- Japan Special Edition,208053,False,6,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
26,Treat You Better,Shawn Mendes,10655487,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-06,Illuminate,187973,False,3,32473361,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
27,Heathens,Twenty One Pilots,10591337,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-06,Heathens,195920,False,1,20127214,"['modern rock', 'rock']"
28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,10147451,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-06,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",236001,False,1,10653835,"['dance pop', 'pop']"
29,Scars To Your Beautiful,Alessia Cara,9456847,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-06,Know-It-All (Deluxe),230226,False,10,8726585,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b']"
30,All Night,The Vamps,9219626,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-01-06,All Night,197793,False,1,4381218,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
31,Cheap Thrills,Sia,9085236,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-06,This Is Acting,211666,False,6,19372337,"['australian dance', 'australian pop', 'pop']"
32,Now and Later,Sage The Gemini,8963739,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,2017-01-06,Now and Later,193181,False,1,746693,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap']"
33,Love Me Now,John Legend,8876988,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-06,DARKNESS AND LIGHT,210293,False,5,5613220,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
34,By Your Side,Jonas Blue,8796175,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-06,By Your Side,201254,False,1,3205492,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance']"
35,Reggaetón Lento (Bailemos),CNCO,8739078,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-06,Primera Cita,222560,False,3,7592885,"['boy band', 'latin', 'latin pop', 'reggaeton']"
36,Alone,Alan Walker,8667916,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-06,Alone,161200,False,1,28057563,['electro house']
37,The Mack,Nevada,8616666,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-06,The Mack,167038,False,1,13887,['eurodance']
38,I Would Like,Zara Larsson,8595924,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-06,So Good,226720,False,3,8655315,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']"
39,Shed a Light,Robin Schulz,8509565,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-06,Shed a Light,191379,False,1,2701593,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']"
40,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8454914,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-06,"At Night, Alone.",197933,True,13,1136977,"['dance pop', 'pop', 'pop rap']"
41,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,8303152,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-06,Nine Track Mind,217706,False,5,12860533,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
42,Hear Me Now,Alok,8207067,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-06,Hear Me Now,192846,False,1,9873775,"['electro house', 'pop nacional', 'slap house']"
43,Safari,J Balvin,7845521,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-06,Energía,205600,False,3,27317844,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
44,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,7780722,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-01-06,Big Baby DRAM,225205,True,7,799439,"['pop rap', 'rap', 'trap', 'underground hip hop', 'virginia hip hop']"
45,This Is What You Came For (feat. Rihanna),Calvin Harris,7637496,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-06,This Is What You Came For (feat. Rihanna),222160,False,1,21571054,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
46,"How Far I'll Go - From ""Moana""",Alessia Cara,7503448,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-06,"How Far I'll Go (From ""Moana"")",175517,False,1,8726585,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b']"
47,Caroline,Aminé,7431437,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017-01-06,Caroline,209746,True,1,1566946,"['hip hop', 'pop rap', 'portland hip hop', 'rap', 'underground hip hop']"
48,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7241437,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-06,7/27 (Deluxe),214480,False,2,12521563,"['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
49,Vente Pa' Ca (feat. Maluma),Ricky Martin,7074781,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-06,Vente Pa' Ca (feat. Maluma),259195,False,1,5846530,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop', 'tropical']"
50,Otra vez (feat. J Balvin),Zion & Lennox,6786526,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-06,Motivan2,209453,False,7,5263812,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
51,Party Monster,The Weeknd,6656284,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,2017-01-06,Starboy,249213,True,2,31348348,"['canadian contemporary r&b', 'canadian pop', 'pop']"
52,Sexual,NEIKED,6572154,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,2017-01-06,Sexual,188888,False,1,97214,"['scandipop', 'tropical house']"
53,Perfect Strangers,Jonas Blue,6506901,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-01-06,Perfect Strangers,196613,False,1,3205492,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance']"
54,The Greatest (feat. Kendrick Lamar),Sia,6452978,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-06,This Is Acting (Deluxe Version),210226,False,14,19372337,"['australian dance', 'australian pop', 'pop']"
55,Ride,Twenty One Pilots,6437621,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-06,Blurryface,214506,False,3,20127214,"['modern rock', 'rock']"
56,Bounce Back,Big Sean,6363452,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-01-06,I Decided.,222360,True,3,8363971,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
57,Deja Vu,J. Cole,6314763,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,2017-01-06,4 Your Eyez Only,264746,True,3,13078853,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
58,Solo Dance,Martin Jensen,6284819,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-06,Solo Dance,174933,False,1,1072399,"['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
59,Work,Rihanna,6239752,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-06,ANTI (Deluxe),219320,True,4,42275572,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
60,Too Good,Drake,5953272,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-06,Views,263373,True,16,54405324,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
61,Human,Rag'n'Bone Man,5918973,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017-01-06,Human (Deluxe),200186,False,1,1353943,['neo soul']
62,Love Yourself,Justin Bieber,5890670,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-06,Purpose (Deluxe),233720,False,5,44672226,"['canadian pop', 'pop', 'post-teen pop']"
63,Stressed Out,Twenty One Pilots,5871752,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-06,Blurryface,202333,False,2,20127214,"['modern rock', 'rock']"
64,Faded,Alan Walker,5824048,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-06,Faded,212626,False,1,28057563,['electro house']
65,Sorry,Justin Bieber,5808895,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-06,Purpose (Deluxe),200786,False,4,44672226,"['canadian pop', 'pop', 'post-teen pop']"
66,Panda,Desiigner,5724207,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017-01-06,New English,246761,True,14,3164923,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']"
67,"i hate u, i love u (feat. olivia o'brien)",gnash,5635133,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-06,us,251033,True,6,1588861,"['alt z', 'electropop', 'indie cafe pop', 'pop']"
68,Make Me (Cry),Noah Cyrus,5566396,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-06,Make Me (Cry),242081,False,1,841098,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
69,Water Under the Bridge,Adele,5353806,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2017-01-06,25,240426,False,6,26785100,"['british soul', 'pop', 'pop soul', 'uk pop']"
70,Cake By The Ocean,DNCE,5330563,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-06,DNCE,219146,True,3,3682947,"['dance pop', 'pop', 'pop rock', 'post-teen pop']"
71,The Greatest,Sia,5284495,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-06,This Is Acting (Deluxe Version),210920,False,19,19372337,"['australian dance', 'australian pop', 'pop']"
72,Hymn for the Weekend - Seeb Remix,Coldplay,5270881,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-06,A Head Full of Dreams Tour Edition,212647,False,13,29776593,"['permanent wave', 'pop']"
73,The Ocean (feat. Shy Martin),Mike Perry,5266699,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017-01-06,The Ocean (feat. Shy Martin),183414,False,1,1139827,"['dance pop', 'deep house', 'deep tropical house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']"
74,Lot to Learn,Luke Christopher,5255557,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017-01-06,TMRW,248337,True,6,156901,"['indie pop rap', 'pop rap']"
75,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,5195824,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017-01-06,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),243490,True,1,10315815,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
76,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5194169,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-06,Peace Is The Mission: Extended,166138,False,10,6184098,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']"
77,Setting Fires,The Chainsmokers,5143530,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017-01-06,Setting Fires,247426,False,1,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
78,Controlla,Drake,5104189,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2017-01-06,Views,245226,True,11,54405324,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
79,Deu Onda,MC G15,5074994,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,2017-01-06,Deu Onda,144039,True,1,3493782,"['funk carioca', 'funk ostentacao', 'funk paulista']"
80,La Bicicleta,Carlos Vives,5034668,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017-01-06,El Dorado,227706,False,10,4351648,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
81,Shout Out to My Ex,Little Mix,5010693,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-01-06,Glory Days (Deluxe),246240,False,1,8965615,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
82,Into You,Ariana Grande,5007872,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-01-06,Dangerous Woman,244453,False,4,61390454,"['pop', 'post-teen pop']"
83,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,4987309,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-06,9,215670,True,8,309877,"['dance pop', 'downtempo', 'pop', 'post-teen pop', 'shiver pop']"
84,Traicionera,Sebastian Yatra,4882394,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,2017-01-06,Traicionera,228466,False,1,15179820,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
85,Sunset Lover,Petit Biscuit,4870064,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-06,Sunset Lover,237792,False,1,860790,"['new french touch', 'tropical house']"
86,X (feat. Future),21 Savage,4860530,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2017-01-06,Savage Mode,258880,True,3,9486493,"['atl hip hop', 'rap', 'trap']"
87,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,4855305,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,2017-01-06,Chill Bill (feat. J. Davi$ & Spooks),177184,True,1,210025,['san diego rap']
88,Needed Me,Rihanna,4780393,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2017-01-06,ANTI,191600,True,7,42275572,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
89,7 Years,Lukas Graham,4707790,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-06,Lukas Graham (Blue Album),237300,False,1,1794333,"['danish pop', 'pop', 'scandipop']"
90,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,4580028,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,2017-01-06,Juju on That Beat (TZ Anthem),144244,False,1,62682,[]
91,All Time Low,Jon Bellion,4566918,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017-01-06,The Human Condition,217603,True,3,1199629,['pop rap']
92,Capsize,FRENSHIP,4535409,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2017-01-06,Truce - EP,237706,False,2,156566,"['electropop', 'indie electropop', 'indie poptimism', 'la pop', 'pop dance', 'pop edm', 'tropical house', 'vapor soul']"
93,Send My Love (To Your New Lover),Adele,4507243,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017-01-06,25,223080,False,2,26785100,"['british soul', 'pop', 'pop soul', 'uk pop']"
94,Fast Car,Jonas Blue,4476496,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017-01-06,Fast Car,212424,False,1,3205492,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance']"
95,Versace on the Floor,Bruno Mars,4471484,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-06,24K Magic,261240,False,5,29942000,"['dance pop', 'pop', 'post-teen pop']"
96,Sneakin’,Drake,4450133,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,2017-01-06,Sneakin’,251333,True,1,54405324,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
97,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,4429308,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,2017-01-06,Layers,195546,False,2,725064,"['new french touch', 'pop dance', 'tropical house']"
98,Shaky Shaky,Daddy Yankee,4422007,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,2017-01-06,Shaky Shaky,234320,False,1,22851422,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
99,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,4372050,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,2017-01-06,DUELE EL CORAZON (feat. Wisin),200813,False,1,10051031,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']"
100,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4358210,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017-01-06,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),177094,True,1,19126,['chicano rap']
101,Sidewalks,The Weeknd,4342298,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,2017-01-06,Starboy,231360,True,9,31348348,"['canadian contemporary r&b', 'canadian pop', 'pop']"
102,Middle,DJ Snake,4329068,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-01-06,Encore,220573,False,2,7312319,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']"
103,Photograph,Ed Sheeran,4310532,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-01-06,x (Wembley Edition),258986,False,6,78967872,"['pop', 'uk pop']"
104,Sex,Cheat Codes,4278981,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,2017-01-06,Sex,228361,True,1,1839276,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']"
105,Final Song,MØ,4238426,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-06,Final Song,235826,False,1,1325221,"['dance pop', 'danish pop', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
106,I Got You,Bebe Rexha,4229584,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2017-01-06,I Got You,191811,False,1,6304238,"['alt z', 'dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']"
107,"Me, Myself & I",G-Eazy,4213342,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,2017-01-06,When It's Dark Out,251466,True,3,4818368,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
108,Fresh Eyes,Andy Grammer,4197759,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-01-06,Fresh Eyes,198001,False,1,931263,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
109,Lighthouse - Andrelli Remix,Hearts & Colors,4134591,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017-01-06,Lighthouse (Andrelli Remix),218446,False,1,114274,"['post-teen pop', 'viral pop']"
110,No Heart,21 Savage,4133574,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,2017-01-06,Savage Mode,235040,True,2,9486493,"['atl hip hop', 'rap', 'trap']"
111,Six Feet Under,The Weeknd,4080235,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,2017-01-06,Starboy,237573,True,10,31348348,"['canadian contemporary r&b', 'canadian pop', 'pop']"
112,Dile Que Tu Me Quieres,Ozuna,4019163,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-01-06,Dile Que Tu Me Quieres,226400,False,1,27797552,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']"
113,Lean On (feat. MØ & DJ Snake),Major Lazer,4019075,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017-01-06,Peace Is The Mission,176561,False,4,6184098,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']"
114,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3988644,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,2017-01-06,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",252003,False,1,57233,"['cubaton', 'reggaeton']"
115,Love on Me,Galantis,3982786,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,2017-01-06,Love on Me,205920,False,1,3069596,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
116,OOOUUU,Young M.A,3972504,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,2017-01-06,Herstory,234649,True,7,1126429,"['lgbtq+ hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']"
117,This Town,Niall Horan,3961398,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,2017-01-06,This Town,232600,False,1,7117788,"['dance pop', 'pop', 'post-teen pop']"
